nse_symbol,fyers_symbol,isin,name,fytoken,last_updated
GROBTEA,NSE:GROBTEA-EQ,INE646C01018,THE GROB TEA COMPANY LTD,101000000017770,2026-08-27
GROWW,NSE:GROWW-EQ,INE0HOQ01053,BILLIONBRAINS GARAGE VN L,1010000000759806,2026-08-27
GRPLTD,NSE:GRPLTD-EQ,INE137I01015,GRP LIMITED,10100000006543,2026-08-27
GRSE,NSE:GRSE-EQ,INE382Z01011,GARDEN REACH SHIP&ENG LTD,10100000005475,2026-08-27
GRWRHITECH,NSE:GRWRHITECH-EQ,INE291A01017,GARWARE HI-TECH FILMS LTD,10100000007982,2026-08-27
GSFC,NSE:GSFC-EQ,INE026A01025,GUJ STATE FERT & CHEM LTD,10100000001247,2026-08-27
GSLSU,NSE:GSLSU-EQ,INE0JSX01015,GLOBAL SURFACES LIMITED,101000000014599,2026-08-27
GSPCROP,NSE:GSPCROP-EQ,INE713R01022,GSP CROP SCIENCE LIMITED,1010000000762239,2026-08-27
GSS,NSE:GSS-EQ,INE871H01011,GSS INFOTECH LIMITED,101000000015347,2026-08-27
GTL,NSE:GTL-EQ,INE043A01012,GTL LTD,10100000001162,2026-08-27
GTLINFRA,NSE:GTLINFRA-EQ,INE221H01019,GTL INFRA.LTD,101000000013745,2026-08-27
GTPL,NSE:GTPL-EQ,INE869I01013,GTPL HATHWAY LIMITED,101000000021195,2026-08-27
GUFICBIO,NSE:GUFICBIO-EQ,INE742B01025,GUFIC BIOSCIENCES LTD.,101000000011606,2026-08-27
GUJALKALI,NSE:GUJALKALI-EQ,INE186A01019,GUJARAT ALKALIES & CHEM,10100000001267,2026-08-27
GUJAPOLLO,NSE:GUJAPOLLO-EQ,INE826C01016,GUJ. APOLLO IND. LTD.,101000000014677,2026-08-27
GUJENERGY,NSE:GUJENERGY-EQ,INE844O01030,GUJARAT ENERGY LIMITED,101000000010599,2026-08-27
GUJRAFFIA,NSE:GUJRAFFIA-EQ,INE610B01024,GUJARAT RAFFIA INDUST LTD,10100000004548,2026-08-27
GUJTHEM,NSE:GUJTHEM-EQ,INE942C01045,GUJARAT THEMIS BIOSYN LTD,101000000029731,2026-08-27
GULFOILLUB,NSE:GULFOILLUB-EQ,INE635Q01029,GULF OIL LUB. IND. LTD.,10100000004391,2026-08-27
GULPOLY,NSE:GULPOLY-EQ,INE255D01024,GULSHAN POLYOLS LIMITED,10100000006286,2026-08-27
GVPIL,NSE:GVPIL-EQ,INE878A01011,GE POWER INDIA LIMITED,10100000007862,2026-08-27
GVPTECH,NSE:GVPTECH-EQ,INE382T01030,GVP INFOTECH LIMITED,101000000010865,2026-08-27
GVT&D,NSE:GVT&D-EQ,INE200A01026,GE VERNOVA T&D INDIA LTD,101000000016783,2026-08-27
GYFTR,NSE:GYFTR-EQ,INE724A01017,GYFTR LIMITED,1010000000764050,2026-08-27
HAL,NSE:HAL-EQ,INE066F01020,HINDUSTAN AERONAUTICS LTD,10100000002303,2026-08-27
HALDER,NSE:HALDER-EQ,INE115S01010,HALDER VENTURE LIMITED,1010000000760715,2026-08-27
HALEOSLABS,NSE:HALEOSLABS-EQ,INE320X01016,HALEOS LABS LIMITED,101000000021551,2026-08-27
HAMPTON,NSE:HAMPTON-EQ,INE299D01022,HAMPTON SKY REALTY LTD.,1010000000765075,2026-08-27
HAPPSTMNDS,NSE:HAPPSTMNDS-EQ,INE419U01012,HAPPIEST MINDS TECHNO LTD,101000000048,2026-08-27
HAPPYFORGE,NSE:HAPPYFORGE-EQ,INE330T01021,HAPPY FORGINGS LIMITED,101000000020854,2026-08-27
HARDWYN,NSE:HARDWYN-EQ,INE626Z01029,HARDWYN INDIA LIMITED,10100000008962,2026-08-27
HARIOMPIPE,NSE:HARIOMPIPE-EQ,INE00EV01017,HARIOM PIPE INDUSTRIES L,10100000008968,2026-08-27
HARRMALAYA,NSE:HARRMALAYA-EQ,INE544A01019,HARRISON MALAYALAM LTD,10100000001313,2026-08-27
HARSHA,NSE:HARSHA-EQ,INE0JUS01029,HARSHA ENGINEERS INT LTD,101000000011162,2026-08-27
HATHWAY,NSE:HATHWAY-EQ,INE982F01036,HATHWAY CABLE & DATACOM,101000000018154,2026-08-27
HATSUN,NSE:HATSUN-EQ,INE473B01035,HATSUN AGRO PRODUCT LTD.,10100000003892,2026-08-27
HAVELLS,NSE:HAVELLS-EQ,INE176B01034,HAVELLS INDIA LIMITED,10100000009819,2026-08-27
HAVISHA,NSE:HAVISHA-EQ,INE293B01029,SRI HAVISHA HOSP & INFR L,10100000007457,2026-08-27
HAWKINCOOK,NSE:HAWKINCOOK-EQ,INE979B01015,HAWKINS COOKERS LTD,10100000004444,2026-08-27
HAZOOR,NSE:HAZOOR-EQ,INE550F01049,HAZOOR MULTI PROJECTS LTD,1010000000764693,2026-08-27
HBESD,NSE:HBESD-EQ,INE640B01021,H B ESTATE DEVELOPERS L,1010000000762712,2026-08-27
HBLENGINE,NSE:HBLENGINE-EQ,INE292B01021,HBL ENGINEERING LTD,101000000013966,2026-08-27
HBPOR,NSE:HBPOR-EQ,INE638B01025,HB PORTFOLIO LTD.,1010000000765080,2026-08-27
HBSL,NSE:HBSL-EQ,INE550B01022,HB STOCKHOLDINGS LIMITED,10100000004116,2026-08-27
HCC,NSE:HCC-EQ,INE549A01026,HINDUSTAN CONSTRUCTION CO,10100000001375,2026-08-27
HCG,NSE:HCG-EQ,INE075I01017,HEALTHCARE GLOB. ENT. LTD,101000000015555,2026-08-27
HCL-INSYS,NSE:HCL-INSYS-EQ,INE236A01020,HCL INFOSYSTEMS LTD,10100000001327,2026-08-27
HCLTECH,NSE:HCLTECH-EQ,INE860A01027,HCL TECHNOLOGIES LTD,10100000007229,2026-08-27
HDBFS,NSE:HDBFS-EQ,INE756I01012,HDB FINANCIAL SERVICES L,1010000000757772,2026-08-27
HDFCAMC,NSE:HDFCAMC-EQ,INE127D01025,HDFC AMC LIMITED,10100000004244,2026-08-27
HDFCBANK,NSE:HDFCBANK-EQ,INE040A01034,HDFC BANK LTD,10100000001333,2026-08-27
HDFCLIFE,NSE:HDFCLIFE-EQ,INE795G01014,HDFC LIFE INS CO LTD,1010000000467,2026-08-27
HEADSUP,NSE:HEADSUP-EQ,INE759V01019,HEADS UP VENTURES LIMITED,101000000019205,2026-08-27
HEALTHX,NSE:HEALTHX-EQ,INE019J01013,HEALTH X PLATFORM LIMITED,101000000020063,2026-08-27
HECPROJECT,NSE:HECPROJECT-EQ,INE558R01013,HEC INFRA PROJECTS LTD,10100000007425,2026-08-27
HEG,NSE:HEG-EQ,INE545A01024,HEG LTD,10100000001336,2026-08-27
HEIDELBERG,NSE:HEIDELBERG-EQ,INE578A01017,HEIDELBERGCEMENT (I) LTD,10100000002316,2026-08-27
HEMIPROP,NSE:HEMIPROP-EQ,INE0AJG01018,HEMISPHERE PROP IND LTD,1010000000701,2026-08-27
HERANBA,NSE:HERANBA-EQ,INE694N01015,HERANBA INDUSTRIES LTD,10100000002614,2026-08-27
HERITGFOOD,NSE:HERITGFOOD-EQ,INE978A01027,HERITAGE FOODS LTD,10100000004598,2026-08-27
HEROMOTOCO,NSE:HEROMOTOCO-EQ,INE158A01026,HERO MOTOCORP LIMITED,10100000001348,2026-08-27
HESTERBIO,NSE:HESTERBIO-EQ,INE782E01017,HESTER BIOSCIENCES LTD,10100000007048,2026-08-27
HEXATRADEX,NSE:HEXATRADEX-EQ,INE750M01017,HEXA TRADEX LIMITED,101000000027008,2026-08-27
HEXT,NSE:HEXT-EQ,INE093A01041,HEXAWARE TECHNOLOGIES LTD,101000000029666,2026-08-27
HFCL,NSE:HFCL-EQ,INE548A01028,HFCL LIMITED,101000000021951,2026-08-27
HGINFRA,NSE:HGINFRA-EQ,INE926X01010,H.G.INFRA ENGINEERING LTD,10100000001672,2026-08-27
HGM,NSE:HGM-EQ,INE596H01014,HANDSON GBL MNGMNT LTD,101000000013592,2026-08-27
HGS,NSE:HGS-EQ,INE170I01016,HINDUJA GLOBAL SOLS. LTD.,101000000014712,2026-08-27
HIKAL,NSE:HIKAL-EQ,INE475B01022,HIKAL LIMITED,10100000009668,2026-08-27
HILINFRA,NSE:HILINFRA-EQ,INE00RL01028,HIGHWAY INFRASTRUCTURE L,1010000000759103,2026-08-27
HILTON,NSE:HILTON-EQ,INE788H01017,HILTON METAL FORGING LTD,101000000014627,2026-08-27
HIMATSEIDE,NSE:HIMATSEIDE-EQ,INE049A01027,HIMATSINGKA SEIDE LTD,10100000001360,2026-08-27
HINDADH,NSE:HINDADH-EQ,INE074C01013,HINDUSTAN ADHESIVES LTD.,1010000000764698,2026-08-27
HINDALCO,NSE:HINDALCO-EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,10100000001363,2026-08-27
HINDALUMI,NSE:HINDALUMI-EQ,INE227B01019,HIND ALUMINIUM INDS. LTD.,1010000000765085,2026-08-27
HINDCOMPOS,NSE:HINDCOMPOS-EQ,INE310C01029,HINDUSTAN COMPOSITES LTD.,10100000001372,2026-08-27
HINDCON,NSE:HINDCON-EQ,INE642Y01029,HINDCON CHEMICALS LIMITED,10100000004920,2026-08-27
HINDCOPPER,NSE:HINDCOPPER-EQ,INE531E01026,HINDUSTAN COPPER LTD,101000000017939,2026-08-27
HINDOILEXP,NSE:HINDOILEXP-EQ,INE345A01011,HINDUSTAN OIL EXPLORATION,10100000001403,2026-08-27
HINDPETRO,NSE:HINDPETRO-EQ,INE094A01015,HINDUSTAN PETROLEUM CORP,10100000001406,2026-08-27
HINDUNILVR,NSE:HINDUNILVR-EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,10100000001394,2026-08-27
HINDWAREAP,NSE:HINDWAREAP-EQ,INE05AN01011,HINDWARE HME INOVATON LTD,101000000015883,2026-08-27
HINDZINC,NSE:HINDZINC-EQ,INE267A01025,HINDUSTAN ZINC LIMITED,10100000001424,2026-08-27
HIRECT,NSE:HIRECT-EQ,INE835D01023,HIRECT LIMITED,101000000013890,2026-08-27
HISARMETAL,NSE:HISARMETAL-EQ,INE598C01011,HISAR METAL IND. LIMITED,101000000019322,2026-08-27
HITECH,NSE:HITECH-EQ,INE106T01025,HI-TECH PIPES LIMITED,10100000002868,2026-08-27
HLEGLAS,NSE:HLEGLAS-EQ,INE461D01028,HLE GLASCOAT LIMITED,10100000002289,2026-08-27
HLVLTD,NSE:HLVLTD-EQ,INE102A01024,HLV LIMITED,10100000001448,2026-08-27
HMAAGRO,NSE:HMAAGRO-EQ,INE0ECP01024,HMA AGRO INDUSTRIES LTD,101000000017053,2026-08-27
HNDFDS,NSE:HNDFDS-EQ,INE254N01026,HINDUSTAN FOODS LIMITED,101000000012173,2026-08-27
HOMEFIRST,NSE:HOMEFIRST-EQ,INE481N01025,HOME FIRST FIN CO IND LTD,10100000002056,2026-08-27
HONASA,NSE:HONASA-EQ,INE0J5401028,HONASA CONSUMER LIMITED,101000000019813,2026-08-27
HONAUT,NSE:HONAUT-EQ,INE671A01010,HONEYWELL AUTOMATION IND,10100000003417,2026-08-27
HONDAPOWER,NSE:HONDAPOWER-EQ,INE634A01018,HONDA I POWER PRODUCT LTD,10100000003138,2026-08-27
HORIZONIND,NSE:HORIZONIND-EQ,INE685T01010,HORIZON INDUSTRIAL PRKS L,1010000000765356,2026-08-27
HPAL,NSE:HPAL-EQ,INE0GSL01024,HP ADHESIVES LIMITED,10100000007376,2026-08-27
HPIL,NSE:HPIL-EQ,INE05X901010,HINDPRAKASH INDUSTRY LTD,101000000011796,2026-08-27
HPL,NSE:HPL-EQ,INE495S01016,HPL ELECTRIC & POWER LTD,101000000018679,2026-08-27
HRYNSHP,NSE:HRYNSHP-EQ,INE400G01011,HARIYANA SHIP BREAKERS L,1010000000764703,2026-08-27
HSCL,NSE:HSCL-EQ,INE019C01026,HIMADRI SPECIALITY CHEM L,101000000014334,2026-08-27
HTMEDIA,NSE:HTMEDIA-EQ,INE501G01024,HT MEDIA LIMITED,101000000011979,2026-08-27
HUBTOWN,NSE:HUBTOWN-EQ,INE703H01016,HUBTOWN LIMITED,101000000014203,2026-08-27
HUDCO,NSE:HUDCO-EQ,INE031A01017,HSG & URBAN DEV CORPN LTD,101000000020825,2026-08-27
HUHTAMAKI,NSE:HUHTAMAKI-EQ,INE275B01026,HUHTAMAKI INDIA LIMITED,10100000002562,2026-08-27
HYUNDAI,NSE:HYUNDAI-EQ,INE0V6F01027,HYUNDAI MOTOR INDIA LTD,101000000025844,2026-08-27
IBULLSLTD,NSE:IBULLSLTD-EQ,INE126M01010,INDIABULLS LIMITED,101000000024999,2026-08-27
ICDSLTD,NSE:ICDSLTD-EQ,INE613B01010,ICDS LTD,10100000006977,2026-08-27
ICEMAKE,NSE:ICEMAKE-EQ,INE520Y01019,ICE MAKE REFRIGERAT LTD,1010000000489,2026-08-27
ICICIAMC,NSE:ICICIAMC-EQ,INE346A01027,ICICI PRUDENTIAL AMC LTD,1010000000760407,2026-08-27
ICICIBANK,NSE:ICICIBANK-EQ,INE090A01021,ICICI BANK LTD.,10100000004963,2026-08-27
ICICIGI,NSE:ICICIGI-EQ,INE765G01017,ICICI LOMBARD GIC LIMITED,101000000021770,2026-08-27
ICICIPRULI,NSE:ICICIPRULI-EQ,INE726G01019,ICICI PRU LIFE INS CO LTD,101000000018652,2026-08-27
ICIL,NSE:ICIL-EQ,INE483B01026,INDO COUNT INDUSTRIES LTD,101000000011987,2026-08-27
ICRA,NSE:ICRA-EQ,INE725G01011,ICRA LIMITED,101000000014523,2026-08-27
IDBI,NSE:IDBI-EQ,INE008A01015,IDBI BANK LIMITED,10100000001476,2026-08-27
IDEA,NSE:IDEA-EQ,INE669E01016,VODAFONE IDEA LIMITED,101000000014366,2026-08-27
IDEAFORGE,NSE:IDEAFORGE-EQ,INE349Y01013,IDEAFORGE TECHNO LTD,101000000017140,2026-08-27
IDFCFIRSTB,NSE:IDFCFIRSTB-EQ,INE092T01019,IDFC FIRST BANK LIMITED,101000000011184,2026-08-27
IEX,NSE:IEX-EQ,INE022Q01020,INDIAN ENERGY EXC LTD,1010000000220,2026-08-27
IFBAGRO,NSE:IFBAGRO-EQ,INE076C01018,IFB AGRO INDUSTRIES LTD,10100000001482,2026-08-27
IFBIND,NSE:IFBIND-EQ,INE559A01017,IFB INDUSTRIES LTD,10100000001485,2026-08-27
IFCI,NSE:IFCI-EQ,INE039A01010,IFCI LTD,10100000001491,2026-08-27
IFGLEXPOR,NSE:IFGLEXPOR-EQ,INE133Y01011,IFGL REFRACTORIES LIMITED,1010000000436,2026-08-27
IGARASHI,NSE:IGARASHI-EQ,INE188B01013,IGARASHI MOTORS INDIA LTD,1010000000634,2026-08-27
IGCL,NSE:IGCL-EQ,INE05J901018,INDOGULF CROPSCIENCES LTD,1010000000757801,2026-08-27
IGIL,NSE:IGIL-EQ,INE0Q9301021,INTL GEMOLOGICAL INST LTD,101000000028378,2026-08-27
IGL,NSE:IGL-EQ,INE203G01027,INDRAPRASTHA GAS LTD,101000000011262,2026-08-27
IGPL,NSE:IGPL-EQ,INE204A01010,I G PETROCHEMICALS LTD,101000000014086,2026-08-27
IIFL,NSE:IIFL-EQ,INE530B01024,IIFL FINANCE LIMITED,101000000011809,2026-08-27
IIFLCAPS,NSE:IIFLCAPS-EQ,INE489L01022,IIFL CAPITAL SERVICES LTD,101000000013072,2026-08-27
IITL,NSE:IITL-EQ,INE886A01014,INDUSTRIAL INV TRUST LTD,101000000019525,2026-08-27
IKIO,NSE:IKIO-EQ,INE0LOJ01019,IKIO TECHNOLOGIES LIMITED,101000000016822,2026-08-27
IKS,NSE:IKS-EQ,INE115Q01022,INVENTURUS KNOWLEDGE SO L,101000000028125,2026-08-27
IMAGICAA,NSE:IMAGICAA-EQ,INE172N01012,IMAGICAAWORLD ENT LTD,10100000007672,2026-08-27
IMFA,NSE:IMFA-EQ,INE919H01018,INDIAN METALS & FERRO,101000000019235,2026-08-27
IMPAL,NSE:IMPAL-EQ,INE547E01014,IND MOTOR PART & ACC LTD,101000000012009,2026-08-27
INA,NSE:INA-EQ,INE0LGX01024,INSOLATION ENERGY LIMITED,1010000000761099,2026-08-27
INCREDIBLE,NSE:INCREDIBLE-EQ,INE452L01012,INCREDIBLE INDUSTRIES LTD,101000000017507,2026-08-27
INDBANK,NSE:INDBANK-EQ,INE841B01017,INDBANK MERCH BANK,101000000016933,2026-08-27
INDGN,NSE:INDGN-EQ,INE065X01017,INDEGENE LIMITED,101000000023693,2026-08-27
INDHOTEL,NSE:INDHOTEL-EQ,INE053A01029,THE INDIAN HOTELS CO. LTD,10100000001512,2026-08-27
INDIACEM,NSE:INDIACEM-EQ,INE383A01012,THE INDIA CEMENTS LIMITED,10100000001515,2026-08-27
INDIAGLYCO,NSE:INDIAGLYCO-EQ,INE560A01023,INDIA GLYCOLS LTD,10100000001521,2026-08-27
INDIAMART,NSE:INDIAMART-EQ,INE933S01016,INDIAMART INTERMESH LTD,101000000010726,2026-08-27
INDIANB,NSE:INDIANB-EQ,INE562A01011,INDIAN BANK,101000000014309,2026-08-27
INDIANCARD,NSE:INDIANCARD-EQ,INE061A01014,INDIAN CARD CLOTHING CO.,10100000004422,2026-08-27
INDIANHUME,NSE:INDIANHUME-EQ,INE323C01030,INDIAN HUME PIPE CO. LTD.,10100000001530,2026-08-27
INDIASHLTR,NSE:INDIASHLTR-EQ,INE922K01024,INDIA SHELTER FIN CORP L,101000000020556,2026-08-27
INDIGO,NSE:INDIGO-EQ,INE646L01027,INTERGLOBE AVIATION LTD,101000000011195,2026-08-27
INDIGOPNTS,NSE:INDIGOPNTS-EQ,INE09VQ01012,INDIGO PAINTS LIMITED,10100000002048,2026-08-27
INDIQUBE,NSE:INDIQUBE-EQ,INE06ST01018,INDIQUBE SPACES LIMITED,1010000000757845,2026-08-27
INDNIPPON,NSE:INDNIPPON-EQ,INE092B01025,INDIA NIPPON ELECT  LTD,10100000004747,2026-08-27
INDOBORAX,NSE:INDOBORAX-EQ,INE803D01021,INDO BORAX & CHEMICAL LTD,10100000008614,2026-08-27
INDOCO,NSE:INDOCO-EQ,INE873D01024,INDOCO REMEDIES LTD.,101000000011677,2026-08-27
INDOFARM,NSE:INDOFARM-EQ,INE622H01018,INDO FARM EQUIPMENT LTD,101000000029025,2026-08-27
INDOKEM,NSE:INDOKEM-EQ,INE716F01012,INDOKEM LTD.,1010000000764708,2026-08-27
INDOMIM,NSE:INDOMIM-EQ,INE084101034,INDO-MIM LIMITED,1010000000764301,2026-08-27
INDORAMA,NSE:INDORAMA-EQ,INE156A01020,INDO RAMA SYNTHETICS LTD,101000000010993,2026-08-27
INDOSTAR,NSE:INDOSTAR-EQ,INE896L01010,INDOSTAR CAPITAL FIN LTD,10100000003088,2026-08-27
INDOTECH,NSE:INDOTECH-EQ,INE332H01014,INDO TECH TRANSFORM LTD.,101000000013275,2026-08-27
INDOTHAI,NSE:INDOTHAI-EQ,INE337M01021,INDO THAI SEC LTD,101000000025608,2026-08-27
INDOUS,NSE:INDOUS-EQ,INE250Z01010,INDO US BIOTECH LTD,101000000025503,2026-08-27
INDOWIND,NSE:INDOWIND-EQ,INE227G01018,INDOWIND ENERGY LTD,101000000014952,2026-08-27
INDPRUD,NSE:INDPRUD-EQ,INE620D01011,INDUSTRIAL & PRU INV CO L,1010000000762717,2026-08-27
INDRAMEDCO,NSE:INDRAMEDCO-EQ,INE681B01017,INDRAPRASTHA MEDICAL CORP,10100000004751,2026-08-27
INDSWFTLAB,NSE:INDSWFTLAB-EQ,INE915B01019,IND SWIFT LABORATORIES LT,10100000004870,2026-08-27
INDTERRAIN,NSE:INDTERRAIN-EQ,INE611L01021,IND TERRAIN FASHIONS LTD,101000000021957,2026-08-27
INDUSINDBK,NSE:INDUSINDBK-EQ,INE095A01012,INDUSIND BANK LIMITED,10100000005258,2026-08-27
INDUSTOWER,NSE:INDUSTOWER-EQ,INE121J01017,INDUS TOWERS LIMITED,101000000029135,2026-08-27
INFOBEAN,NSE:INFOBEAN-EQ,INE344S01016,INFOBEANS TECHNO. LTD.,101000000011027,2026-08-27
INFOMEDIA,NSE:INFOMEDIA-EQ,INE669A01022,INFOMEDIA PRESS LIMITED,101000000013693,2026-08-27
INFY,NSE:INFY-EQ,INE009A01021,INFOSYS LIMITED,10100000001594,2026-08-27
INGERRAND,NSE:INGERRAND-EQ,INE177A01018,INGERSOLL-RAND INDIA LTD,10100000001597,2026-08-27
INNOVACAP,NSE:INNOVACAP-EQ,INE0DUT01020,INNOVA CAPTAB LIMITED,101000000021062,2026-08-27
INNOVANA,NSE:INNOVANA-EQ,INE403Y01018,INNOVANA THINKLABS LTD,101000000027754,2026-08-27
INNOVISION,NSE:INNOVISION-EQ,INE0ADB01012,INNOVISION LIMITED,1010000000761528,2026-08-27
INOXGREEN,NSE:INOXGREEN-EQ,INE510W01014,INOX GREEN ENERGY SER LTD,101000000012188,2026-08-27
INOXINDIA,NSE:INOXINDIA-EQ,INE616N01034,INOX INDIA LIMITED,101000000020607,2026-08-27
INOXWIND,NSE:INOXWIND-EQ,INE066P01011,INOX WIND LIMITED,10100000007852,2026-08-27
INSECTICID,NSE:INSECTICID-EQ,INE070I01018,INSECTICIDES (I) LTD,101000000014657,2026-08-27
INTELLECT,NSE:INTELLECT-EQ,INE306R01017,INTELLECT DESIGN ARENA,10100000005926,2026-08-27
INTENTECH,NSE:INTENTECH-EQ,INE781A01025,INTENSE TECHNOLOGIES LTD,101000000020071,2026-08-27
INTERARCH,NSE:INTERARCH-EQ,INE00M901018,INTERARCH BLDNG SOLTN LTD,101000000024909,2026-08-27
INTLCONV,NSE:INTLCONV-EQ,INE575C01027,INTL CONVEYORS LIMITED,10100000005606,2026-08-27
INVENTURE,NSE:INVENTURE-EQ,INE878H01024,INVENTURE GRO & SEC LTD,101000000024870,2026-08-27
IOB,NSE:IOB-EQ,INE565A01014,INDIAN OVERSEAS BANK,10100000009348,2026-08-27
IOC,NSE:IOC-EQ,INE242A01010,INDIAN OIL CORP LTD,10100000001624,2026-08-27
IOLCP,NSE:IOLCP-EQ,INE485C01029,IOL CHEM AND PHARMA LTD,101000000020413,2026-08-27
IONEXCHANG,NSE:IONEXCHANG-EQ,INE570A01022,ION EXCHANGE (INDIA) LTD,10100000001630,2026-08-27
IPCALAB,NSE:IPCALAB-EQ,INE571A01038,IPCA LABORATORIES LTD,10100000001633,2026-08-27
IPL,NSE:IPL-EQ,INE0D6701023,INDIA PESTICIDES LIMITED,10100000004934,2026-08-27
IPRINGLTD,NSE:IPRINGLTD-EQ,INE558A01019,IP RINGS LTD.,1010000000764713,2026-08-27
IRB,NSE:IRB-EQ,INE821I01022,IRB INFRA DEV LTD.,101000000015313,2026-08-27
IRCON,NSE:IRCON-EQ,INE962Y01021,IRCON INTERNATIONAL LTD,10100000004986,2026-08-27
IRCTC,NSE:IRCTC-EQ,INE335Y01020,INDIAN RAIL TOUR CORP LTD,101000000013611,2026-08-27
IREDA,NSE:IREDA-EQ,INE202E01016,INDIAN RENEWABLE ENERGY,101000000020261,2026-08-27
IRFC,NSE:IRFC-EQ,INE053F01010,INDIAN RAILWAY FIN CORP L,10100000002029,2026-08-27
IRIS,NSE:IRIS-EQ,INE864K01010,IRIS REGTECH SOLUTION LTD,10100000006489,2026-08-27
IRISDOREME,NSE:IRISDOREME-EQ,INE01GN01025,IRIS CLOTHINGS LIMITED,10100000002275,2026-08-27
IRMENERGY,NSE:IRMENERGY-EQ,INE07U701015,IRM ENERGY LIMITED,101000000019597,2026-08-27
ISFT,NSE:ISFT-EQ,INE566K01011,INTRASOFT TECH. LTD,101000000018479,2026-08-27
ISGEC,NSE:ISGEC-EQ,INE858B01029,ISGEC HEAVY ENG LTD,10100000003329,2026-08-27
ISHANCH,NSE:ISHANCH-EQ,INE561M01018,ISHAN DYES N CHEMICALS L,101000000030249,2026-08-27
ISTLTD,NSE:ISTLTD-EQ,INE684B01029,I S T LTD.,1010000000764718,2026-08-27
ITC,NSE:ITC-EQ,INE154A01025,ITC LTD,10100000001660,2026-08-27
ITCHOTELS,NSE:ITCHOTELS-EQ,INE379A01028,ITC HOTELS LIMITED,101000000029251,2026-08-27
ITDC,NSE:ITDC-EQ,INE353K01014,INDIA TOUR. DEV. CO. LTD.,101000000019299,2026-08-27
ITI,NSE:ITI-EQ,INE248A01017,ITI LTD,10100000001675,2026-08-27
ITL,NSE:ITL-EQ,INE478D01014,ITL INDUSTRIES LTD.,1010000000764723,2026-08-27
IVALUE,NSE:IVALUE-EQ,INE056801025,IVALUE INFOSOLUTIONS LTD,1010000000759041,2026-08-27
IVC,NSE:IVC-EQ,INE050B01023,IL&FS INVESTMENT MANAGERS,10100000006711,2026-08-27
IWP,NSE:IWP-EQ,INE586E01020,INDIAN WOOD PRODUCTS CO L,1010000000762727,2026-08-27
IXIGO,NSE:IXIGO-EQ,INE0HV901016,LE TRAVENUES TECHNOLOGY L,101000000024067,2026-08-27
IZMO,NSE:IZMO-EQ,INE848A01014,IZMO LIMITED,101000000014174,2026-08-27
J&KBANK,NSE:J&KBANK-EQ,INE168A01041,J & K BANK LTD.,10100000005633,2026-08-27
JAGRAN,NSE:JAGRAN-EQ,INE199G01027,JAGRAN PRAKASHAN LIMITED,101000000013211,2026-08-27
JAGSNPHARM,NSE:JAGSNPHARM-EQ,INE048B01035,JAGSONPAL PHARMACEUTICALS,10100000004410,2026-08-27
JAIBALAJI,NSE:JAIBALAJI-EQ,INE091G01026,JAI BALAJI INDUSTRIES LTD,101000000011256,2026-08-27
JAICORPLTD,NSE:JAICORPLTD-EQ,INE070D01027,JAI CORP LIMITED,10100000005143,2026-08-27
JAINREC,NSE:JAINREC-EQ,INE0YD401026,JAIN RESOURCE RECYCLING L,1010000000759244,2026-08-27
JAIPURKURT,NSE:JAIPURKURT-EQ,INE696V01013,NANDANI CREATION LIMITED,10100000005516,2026-08-27
JAMNAAUTO,NSE:JAMNAAUTO-EQ,INE039C01032,JAMNA AUTO IND LTD,101000000020778,2026-08-27
JARO,NSE:JARO-EQ,INE00YJ01010,JARO INS OF TEC MG N RE L,1010000000759951,2026-08-27
JASH,NSE:JASH-EQ,INE039O01029,JASH ENGINEERING LIMITED,101000000013982,2026-08-27
JAYAGROGN,NSE:JAYAGROGN-EQ,INE785A01026,JAYANT AGRO ORGANICS LTD,10100000004041,2026-08-27
JAYBARMARU,NSE:JAYBARMARU-EQ,INE571B01036,JAY BHARAT MARUTI LTD,10100000001708,2026-08-27
JAYKAY,NSE:JAYKAY-EQ,INE903A01025,JAYKAY ENTERPRISES LTD,1010000000760073,2026-08-27
JAYNECOIND,NSE:JAYNECOIND-EQ,INE854B01010,JAYASWAL NECO INDUSTR LTD,10100000002331,2026-08-27
JAYSREETEA,NSE:JAYSREETEA-EQ,INE364A01020,JAYSHREE TEA & INDUSTRIES,10100000001720,2026-08-27
JBMA,NSE:JBMA-EQ,INE927D01051,JBM AUTO LIMITED,101000000011655,2026-08-27
JENBURPH,NSE:JENBURPH-EQ,INE354A01013,JENBURKT PHARMACEUTICAL L,1010000000764728,2026-08-27
JETFREIGHT,NSE:JETFREIGHT-EQ,INE982V01025,JET FREIGHT LOGISTICS LTD,10100000007211,2026-08-27
JGCHEM,NSE:JGCHEM-EQ,INE0MB501011,J.G.CHEMICALS LIMITED,101000000023056,2026-08-27
JHS,NSE:JHS-EQ,INE544H01014,JHS SVEND. LAB. LTD,101000000013720,2026-08-27
JINDALPHOT,NSE:JINDALPHOT-EQ,INE796G01012,JINDAL PHOTO LIMITED,101000000011743,2026-08-27
JINDALPOLY,NSE:JINDALPOLY-EQ,INE197D01010,JINDAL POLY FILMS LIMITED,10100000001756,2026-08-27
JINDALSAW,NSE:JINDALSAW-EQ,INE324A01032,JINDAL SAW LIMITED,10100000003024,2026-08-27
